#taxa	21B.R1.48H	21B.R2.48H	21B.S1.48H	21B.S2.48H	21B.NC.48H	21A.R1.48H	21A.R2.48H	21A.S1.48H	21A.S2.48H	21A.NC.48H	41B.R1.48H	41B.R2.48H	41B.S1.48H	41B.S2.48H	41B.NC.48H	50B.R1.48H	50B.R2.48H	50B.S1.48H	50B.S2.48H	50B.NC.48H	161A.R1.48H	161A.R2.48H	161A.S1.48H	161A.S2.48H	161A.NC.48H	123A.R1.48H	123A.R2.48H	123A.S1.48H	123A.S2.48H	123A.NC.48H	58B.R1.48H	58B.R2.48H	58B.S1.48H	58B.S2.48H	58B.NC.48H	239B.R1.48H	239B.R2.48H	239B.S1.48H	239B.S2.48H	239B.NC.48H	58A.R1.48H	58A.R2.48H	58A.S1.48H	58A.S2.48H	58A.NC.48H	41A.R1.48H	41A.R2.48H	41A.S1.48H	41A.S2.48H	41A.NC.48H	161B.R1.48H	161B.R2.48H	161B.S1.48H	161B.S2.48H	161B.NC.48H	50A.R1.48H	50A.R2.48H	50A.S1.48H	50A.S2.48H	50A.NC.48H	239A.R1.48H	239A.R2.48H	239A.S1.48H	239A.S2.48H	239A.NC.48H	161A.R1.0H	161A.R2.0H	161A.S1.0H	161A.S2.0H	161A.NC.0H	239A.R1.0H	239A.R2.0H	239A.S1.0H	239A.S2.0H	239A.NC.0H	58B.R1.0H	58B.R2.0H	58B.S1.0H	58B.S2.0H	58B.NC.0H	41A.R1.0H	41A.R2.0H	41A.S1.0H	41A.S2.0H	41A.NC.40H	50A.R1.0H	50A.R2.0H	50A.S1.0H	50A.S2.0H	50A.NC.0H	58A.R1.0H	58A.R2.0H	58A.S1.0H	58A.S2.0H	58A.NC.0H	41B.R1.0H	41B.R2.0H	41B.S1.0H	41B.S2.0H	41B.NC.0H	50B.R1.0H	50B.R2.0H	50B.S1.0H	50B.S2.0H	50B.NC.0H	161B.R2.0H	161B.R1.0H	161B.S1.0H	161B.S2.0H	161B.NC.0H	21A.R1.0H	21A.R2.0H	21A.S1.0H	21A.S2.0H	21A.NC.0H	123A.R1.0H	123A.R2.0H	123A.S1.0H	123A.S2.0H	123A.NC.0H	239B.R1.0H	239B.R2.0H	239B.S1.0H	239B.S2.0H	239B.NC.0H	21B.R1.0H	21B.R2.0H	21B.S1.0H	21B.S2.0H	21B.NC.0H
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae	1489	3603	2309	2246	5166	4477	3387	2507	5207	1546	6823	3507	6470	6319	6804	7120	1179	3188	4933	9474	2511	53	1880	142	1504	3446	1939	2437	401	4628	2366	1227	3423	3171	2097	864	902	1360	1378	1451	1736	4271	1479	3250	1050	5283	4526	5944	5996	6171	1536	42	777	815	926	6856	265	7457	2853	8920	912	2470	1174	507	1235	2333	2739	2218	2207	2132	3360	3932	3922	3590	3963	3607	3052	3448	3256	2775	5290	11808	10114	10238	12614	9900	11089	12727	11951	11887	15814	2683	2307	2468	2500	10997	0	1569	2409	2376	3240	15021	7037	9649	18626	12219	3634	4428	7258	6202	7372	1667	2398	3702	4157	5954	10097	6984	7315	6877	0	4811	3629	3932	3079	125	4313	3546	4049	5161
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae	316	607	719	497	223	435	86	237	204	0	222	25	915	48	187	248	76	94	195	217	3694	1398	4393	2937	3298	142	27	82	0	84	690	264	727	116	680	265	71	340	101	809	446	1145	505	316	441	161	251	366	244	105	6164	1248	3644	6156	4964	83	12	336	79	59	23	50	222	32	35	4184	5348	4469	3867	3737	827	894	827	838	913	2922	709	817	695	659	6676	668	489	497	643	558	1019	1255	1131	1037	1601	3220	2697	2916	2852	833	0	4786	2560	5420	467	1258	571	870	1834	1123	614	488	404	333	433	634	751	1699	673	778	1843	3561	4410	3491	0	620	518	474	1087	0	3935	4389	4076	5031
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Acidaminococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	80	0	50	75	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	252	194	401	128	88	176	107	83	0	0	0	0	0	0	82	0	160	303	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	40	46	23	38	115	94	97	127	0	0	13	0	0	0	25	0	15	29	24	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae	92	353	55	89	0	0	0	0	0	212	668	179	316	248	705	66	0	0	18	37	134	0	37	0	935	0	0	0	0	0	0	0	0	0	0	702	0	895	53	1061	0	117	16	0	0	216	493	96	325	412	1127	0	232	16	918	40	1212	111	95	36	199	497	892	0	682	0	0	0	0	0	0	0	13	11	16	0	0	11	0	0	0	221	183	191	199	180	0	0	0	49	0	57	39	40	43	128	0	0	0	0	45	0	0	0	0	0	11	26	59	45	67	0	0	263	16	0	0	0	0	0	0	58	49	46	0	0	0	0	0	0
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	16	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae	0	180	0	0	0	1005	0	734	0	84	15	73	246	55	0	1933	80	407	733	1794	454	0	749	0	863	0	0	0	0	0	0	0	0	0	0	13	0	111	29	0	214	72	138	99	171	343	450	188	203	274	698	0	931	578	0	2130	0	2012	505	2320	68	221	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae	0	0	0	16	0	28	0	0	0	0	0	0	11	0	0	39	0	13	26	64	0	0	0	0	0	29	0	28	0	51	0	0	0	0	0	0	0	0	0	0	31	0	209	14	22	112	0	46	0	25	0	0	0	0	0	997	0	881	0	1084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	13	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae	20193	131	513	0	22	0	5951	20	0	10794	10361	5555	14913	6375	6095	5748	398	2160	3140	8431	13267	1309	8823	698	13826	14608	6448	9402	5833	20987	0	155	1960	0	14	13082	25640	13878	11654	12847	93	82	77	100	72	418	64	282	156	970	4459	2920	6505	4810	4884	366	23	256	24	376	16002	13769	18306	12743	21077	0	0	0	0	0	24	26	19	23	28	0	18	25	22	26	0	0	0	0	0	0	0	0	0	0	0	89	65	80	72	11	0	60	21	77	0	0	0	0	0	0	0	0	0	0	0	0	0	15048	0	0	0	0	0	0	0	0	0	11	0	318	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	16	0	12	0	0	0	0	0	0	77	0	0	101	0	0	0	0	0	0	0	0	104	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Tenericutes;c__Mollicutes;o__NA;f__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	32	27	24	42	0	0	0	0	0	0	0	0	0	0	41	0	20	53	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae	0	0	0	0	0	0	0	0	0	1133	1103	0	2362	0	693	787	111	218	418	915	22	19	14	33	18	4549	16	2361	0	6445	9717	936	10142	0	10990	305	0	0	0	0	551	184	195	25	299	709	58	438	23	862	903	31	537	757	300	594	34	1053	64	380	55	176	0	0	331	520	641	544	474	455	0	0	0	0	0	0	0	0	0	0	0	87	88	80	92	74	671	787	818	651	991	16	0	14	0	92	0	142	63	199	0	942	334	569	1067	659	14	25	33	37	32	0	0	426	15	293	428	12	14	0	0	0	0	0	0	0	0	0	0	0
