#taxa	21B.R1.48H	21B.R2.48H	21B.S1.48H	21B.S2.48H	21B.NC.48H	21A.R1.48H	21A.R2.48H	21A.S1.48H	21A.S2.48H	21A.NC.48H	41B.R1.48H	41B.R2.48H	41B.S1.48H	41B.S2.48H	41B.NC.48H	50B.R1.48H	50B.R2.48H	50B.S1.48H	50B.S2.48H	50B.NC.48H	161A.R1.48H	161A.R2.48H	161A.S1.48H	161A.S2.48H	161A.NC.48H	123A.R1.48H	123A.R2.48H	123A.S1.48H	123A.S2.48H	123A.NC.48H	58B.R1.48H	58B.R2.48H	58B.S1.48H	58B.S2.48H	58B.NC.48H	239B.R1.48H	239B.R2.48H	239B.S1.48H	239B.S2.48H	239B.NC.48H	58A.R1.48H	58A.R2.48H	58A.S1.48H	58A.S2.48H	58A.NC.48H	41A.R1.48H	41A.R2.48H	41A.S1.48H	41A.S2.48H	41A.NC.48H	161B.R1.48H	161B.R2.48H	161B.S1.48H	161B.S2.48H	161B.NC.48H	50A.R1.48H	50A.R2.48H	50A.S1.48H	50A.S2.48H	50A.NC.48H	239A.R1.48H	239A.R2.48H	239A.S1.48H	239A.S2.48H	239A.NC.48H	161A.R1.0H	161A.R2.0H	161A.S1.0H	161A.S2.0H	161A.NC.0H	239A.R1.0H	239A.R2.0H	239A.S1.0H	239A.S2.0H	239A.NC.0H	58B.R1.0H	58B.R2.0H	58B.S1.0H	58B.S2.0H	58B.NC.0H	41A.R1.0H	41A.R2.0H	41A.S1.0H	41A.S2.0H	41A.NC.40H	50A.R1.0H	50A.R2.0H	50A.S1.0H	50A.S2.0H	50A.NC.0H	58A.R1.0H	58A.R2.0H	58A.S1.0H	58A.S2.0H	58A.NC.0H	41B.R1.0H	41B.R2.0H	41B.S1.0H	41B.S2.0H	41B.NC.0H	50B.R1.0H	50B.R2.0H	50B.S1.0H	50B.S2.0H	50B.NC.0H	161B.R2.0H	161B.R1.0H	161B.S1.0H	161B.S2.0H	161B.NC.0H	21A.R1.0H	21A.R2.0H	21A.S1.0H	21A.S2.0H	21A.NC.0H	123A.R1.0H	123A.R2.0H	123A.S1.0H	123A.S2.0H	123A.NC.0H	239B.R1.0H	239B.R2.0H	239B.S1.0H	239B.S2.0H	239B.NC.0H	21B.R1.0H	21B.R2.0H	21B.S1.0H	21B.S2.0H	21B.NC.0H
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	850	12	453	45	205	28	28	20	13	0	31	11	15	0	0	0	0	0	0	0	0	0	0	0	0	56	173	293	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	105	109	104	31	0	155	82	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XI;g__Anaerococcus	0	199	34	166	0	79	0	36	0	0	33	0	0	0	16	0	0	0	0	0	160	0	110	0	287	12	0	0	0	17	0	0	0	0	0	43	0	40	0	52	13	0	0	0	15	34	0	42	0	21	145	0	159	0	401	0	0	0	0	0	0	11	38	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	111	85	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XI;g__Ezakiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	14	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XI;g__Finegoldia	0	129	0	313	0	78	0	19	0	0	0	0	0	0	0	0	0	0	0	0	36	0	25	0	37	0	0	0	0	21	0	0	0	0	14	205	18	288	25	622	19	0	0	0	12	0	0	0	0	0	44	0	86	22	198	0	0	0	0	0	125	377	423	58	487	0	0	11	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XI;g__Gallicola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XI;g__Murdochiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	13	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XI;g__Parvimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	85	121	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XI;g__Parvimonas-Tissierella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	17	25	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XI;g__Peptoniphilus	0	177	14	471	0	66	0	27	0	714	503	0	17	0	708	0	0	0	0	0	120	0	16	0	331	49	0	57	0	148	0	0	0	0	0	864	0	756	0	356	15	0	0	0	160	748	12	385	0	1911	289	0	43	53	374	12	0	0	0	0	291	950	1742	0	1035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	61	66	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XI;g__Tissierella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XIII;g__Mogibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	60	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	30	0	19	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XIII;g__NA	0	19	0	0	0	0	0	0	0	0	47	0	179	0	26	0	0	0	0	14	96	15	68	15	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	198	0	131	17	0	0	0	18	11	0	0	0	0	0	27	64	0	11	778	797	876	516	589	78	82	71	62	64	146	75	69	60	50	180	126	90	77	117	89	93	129	100	107	168	336	302	348	383	107	0	24	69	21	0	142	70	95	168	110	97	100	138	84	90	81	110	92	156	50	100	110	120	84	0	0	0	0	103	0	107	132	136	164
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes	0	34	44	64	0	17	0	0	0	0	110	88	114	256	200	20	20	14	11	47	0	0	0	0	21	153	16	106	0	168	338	81	538	4121	223	21	1450	25	589	25	909	3930	699	849	134	580	2735	338	137	42	0	0	0	0	0	83	0	133	428	131	0	0	15	0	0	49	80	69	62	67	1235	1298	1246	1196	1435	1123	1166	1151	1256	1045	1621	1008	907	738	1103	801	1241	1346	1377	1332	1689	1844	1547	1694	1661	1297	0	1427	1000	1617	1204	1251	800	1101	1717	1144	1636	2014	3133	2782	3033	569	661	1156	1609	2221	3197	252	367	284	0	1666	1334	1270	674	22	1127	1049	1088	1419
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia	5628	11141	8289	4978	22947	9519	5010	15191	8093	5956	2255	2338	3088	5789	2397	2809	4867	2399	3393	3983	2898	0	6842	557	3506	2230	1349	5769	3907	4193	9319	3584	8013	20273	3465	2001	629	4170	3394	3463	15232	10077	15231	15033	7965	4206	2227	8333	7510	4141	902	11	712	3676	746	5652	957	6919	2431	5869	817	2503	5650	0	4374	6859	7833	5977	6821	6977	6371	7264	8060	6700	7722	30240	5977	5890	6881	5818	32555	11548	10138	10159	12530	10032	20024	22624	19894	18930	28020	8461	7118	8045	7644	19558	0	20801	30511	26030	18932	20729	11806	15024	27388	19564	24891	20811	15769	13945	16585	20895	28192	10800	27539	9359	17037	16431	16454	16601	0	27809	21906	23183	37445	141	32287	29096	31725	37683
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia-Lachnoclostridium	0	0	0	0	0	0	0	106	0	0	341	57	185	169	175	25	0	0	11	56	37	0	39	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	312	154	171	137	232	26	0	52	103	18	70	0	49	17	66	0	0	0	0	0	217	228	193	191	236	11	16	12	16	0	52	13	11	14	13	64	71	38	64	89	45	92	73	123	96	115	134	112	111	132	95	0	0	0	0	0	99	53	61	151	78	24	20	52	49	37	0	0	108	13	42	59	53	33	62	0	0	0	0	17	0	82	53	57	63
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia-Marvinbryantia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	167	0	0	0	0	0	119	0	0	0	0	0	0	0	0	111	0	0	184	0	0	0	97	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	196	149	0	215
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia-Roseburia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Cellulosilyticum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus	18	142	56	20	0	0	0	340	0	0	410	333	322	353	538	292	33	113	213	334	580	0	453	86	358	128	0	42	0	140	0	0	0	0	0	369	52	287	276	143	34	146	26	25	0	245	668	312	243	412	347	16	294	527	412	582	0	388	422	553	59	170	148	59	65	427	522	395	456	454	666	801	861	748	808	532	719	827	801	654	580	1139	958	991	1256	955	285	327	266	453	404	64	49	49	46	1004	0	0	16	0	0	302	162	222	364	305	201	293	573	496	563	29	27	97	241	273	402	118	111	115	0	0	0	0	44	0	588	527	599	753
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea	0	44	0	11	0	0	0	0	0	0	917	1370	1272	1591	442	14	159	19	34	69	52	61	38	406	11	27	0	18	0	22	182	14	59	701	12	862	314	882	971	411	670	1142	507	380	572	197	1153	119	341	22	143	132	118	772	45	72	17	41	152	38	151	368	509	0	370	825	1004	758	802	756	1537	1724	1692	1415	1690	1112	1377	1545	1387	1132	1718	1030	816	797	972	815	2081	2448	2380	2025	3084	983	875	993	926	1471	0	2773	2286	3550	1082	2565	1344	2004	3221	2184	1019	1150	2058	1545	1898	528	525	1399	1098	1410	2728	2111	2393	1870	0	1930	1501	1599	570	0	1304	1572	1417	1586
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Eisenbergiella	0	23	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	195	0	218	0	0	0	0	0	138	0	28	0	57	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269	212	257	293	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Epulopiscium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	46	0	148	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Eubacterium	407	1473	19	210	4066	713	4132	183	2468	0	195	2158	301	1401	46	159	33	62	88	168	58	0	78	15	55	0	0	0	0	0	14	52	23	0	12	18	0	85	285	50	65	658	81	59	0	367	576	259	353	98	152	0	72	468	62	150	0	206	360	192	26	81	114	0	120	219	234	196	208	215	4787	5449	5441	4987	5648	4041	4656	4993	5045	4221	4335	2906	2364	2337	3073	2292	3567	4098	3664	3515	5095	2771	2313	2492	2254	2212	0	0	688	0	2405	3686	1969	2736	5129	3548	2044	2448	4067	3595	4244	970	1352	1577	2289	2260	3889	2010	2162	2066	0	3564	2812	2970	2076	0	4094	3661	3809	4984
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Fusicatenibacter	56	121	62	104	491	19	20	86	473	0	67	33	347	4527	59	185	94	67	82	249	24	0	91	0	0	71	330	46	549	72	272	903	5990	4814	135	41	27	351	0	46	53	374	812	5893	21	30	365	766	8622	84	0	0	0	148	0	352	23	2425	6987	499	74	59	16	36	0	15	24	14	16	22	838	862	945	806	979	2244	797	808	824	712	2833	3770	3229	3240	4015	3036	822	872	894	1387	1182	16	12	15	15	3332	0	331	1027	394	2454	868	430	601	983	744	1256	871	347	321	471	1210	1648	873	1426	1032	1539	422	469	424	0	5578	4369	4701	2940	46	2553	2269	2407	3050
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Howardella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	24	30	33	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Hungatella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	377	0	248	0	259	0	0	18	0	0	91	0	38	20	18	0	0	0	0	0	25	0	35	0	12	31	117	454	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	42	68	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium	793	2864	1558	3191	501	1384	27	826	312	426	1545	407	1377	187	2502	2650	200	918	1515	2506	3881	0	2202	71	3029	3848	1393	690	89	638	2866	563	3693	39	3185	230	46	438	81	1141	3500	1655	2430	1426	3759	2540	1229	2860	307	2885	3139	81	2099	853	5406	5910	56	4015	395	8032	211	535	437	11	647	2135	2398	1938	1996	1951	5646	5822	5909	4993	6182	1804	5007	5284	4851	4049	2425	1177	917	1011	1190	968	1264	1486	1325	1253	1817	859	700	756	805	1162	0	507	530	557	90	1492	705	1061	1922	1274	917	1149	2002	1658	2056	243	366	1169	978	1587	2580	832	922	808	0	145	128	144	542	88	2153	2002	2302	2645
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium-Roseburia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	17	61	23	0	0	0	0	0	0	0	0	0	0	195	212	181	162	195	156	230	299	282	243	83	14	21	21	30	22	53	67	44	60	88	0	0	0	0	33	0	0	0	0	0	43	29	52	57	50	75	115	218	186	201	0	0	0	101	0	15	12	0	12	0	0	0	0	0	0	130	95	107	155
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	88	28	132	28	0	35	26	21	0	0	0	0	0	38	73	16	32	18	0	0	0	0	0	11	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	23	15	16	26	0	0	0	0	0	0	0	0	0	0	18	16	0	32	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lactonifactor	0	15	13	26	0	0	0	0	0	0	13	0	0	0	13	0	0	0	0	0	18	0	0	0	0	0	0	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Marvinbryantia	0	18	23	73	0	89	13	47	16	0	13	0	14	0	0	49	47	0	23	52	103	0	135	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	49	0	38	0	49	36	0	43	0	52	22	49	0	0	0	0	0	616	696	489	628	575	63	63	64	54	58	98	67	69	59	49	96	334	291	274	375	257	340	391	421	376	495	80	13	109	14	334	0	0	0	0	0	396	201	305	467	319	61	118	188	162	204	0	0	85	52	78	184	192	197	167	0	0	0	0	0	0	100	89	98	112
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__NA	86	1665	497	769	43	900	36	696	89	243	1158	616	1834	595	389	1167	148	145	311	569	1104	12	669	0	937	170	26	132	0	277	3549	1239	9113	13	8320	803	0	1132	1682	950	1156	1936	2515	2876	568	2091	1408	708	614	1803	475	26	536	668	522	2298	19	2246	1623	2307	101	385	1006	16	645	564	689	540	576	527	1791	1995	1951	1740	2098	1489	1647	1699	1785	1512	1863	1004	797	856	1146	785	1710	1794	1762	1560	2367	2393	2235	2390	2450	1062	0	1119	2702	1135	1352	1989	934	1229	2391	1736	2599	1783	768	623	770	2744	3722	1164	3122	854	1545	1414	1516	1220	0	2320	1930	1940	5061	69	1542	1214	1505	1842
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Oribacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Robinsoniella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1032	225	1461	108	1542	307	0	379	21	206	0	0	0	0	0	93	15	104	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia	143	102	246	17	275	116	29	48	0	0	29	13	31	53	0	25	14	0	40	18	16	0	0	11	56	302	30	89	0	512	599	64	597	175	610	107	0	44	248	53	299	145	150	133	513	0	19	11	20	0	13	0	0	21	0	37	0	29	0	32	118	423	0	0	0	69	78	27	60	36	0	0	17	0	15	462	0	0	12	0	469	110	105	95	125	96	257	327	306	283	463	19	20	32	22	119	0	0	33	15	16	330	162	219	372	270	25	12	34	19	0	24	34	41	41	29	22	17	15	13	0	25	25	29	63	0	423	369	356	514
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Ruminococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Shuttleworthia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Tyzzerella	0	0	24	15	0	23	0	0	0	0	106	0	17	0	0	0	0	0	0	0	0	0	0	0	0	34	0	15	0	67	137	13	158	0	191	0	0	0	0	0	73	0	18	0	54	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	23	54	122	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__NA;g__Alkaliphilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
