parameter,entity,estimate,std.error,p.val.adj,s_var,engine
carbohydrateSDC:timepoint48H,f__Erysipelotrichaceae,0.14547356338110357,1.883153320590095,0.9814304168421057,0.25,blmm
carbohydrateRDC,f__Family XIII,-1.3653065402278837,1.3388647540149734,0.7117700296920367,0.25,blmm
carbohydrateSDC,f__Family XIII,-0.3269156051181004,1.3422174424203237,1,0.25,blmm
timepoint48H,f__Family XIII,-2.437131152044894,1.5057839504255641,0.8050068903018794,0.25,blmm
obesity_groupobesity,f__Family XIII,-2.1283404723492243,0.8895340075202063,0.31612225170425035,0.25,blmm
carbohydrateRDC:timepoint48H,f__Family XIII,1.581850535036824,1.8139347684464386,0.6177992625150059,0.25,blmm
carbohydrateSDC:timepoint48H,f__Family XIII,0.29057984966747114,1.8120483986608635,0.9754340799592417,0.25,blmm
carbohydrateRDC,f__Lachnospiraceae,-1.2521643377265426,1.1510709345366255,0.7064618251521337,0.25,blmm
carbohydrateSDC,f__Lachnospiraceae,0.024496695399315396,1.154013526399713,1,0.25,blmm
timepoint48H,f__Lachnospiraceae,0.9336621616736758,1.293993040394373,0.9189477934475807,0.25,blmm
obesity_groupobesity,f__Lachnospiraceae,-0.4453048356679972,0.6496388823241578,0.9788602947001319,0.25,blmm
carbohydrateRDC:timepoint48H,f__Lachnospiraceae,1.6406772303569417,1.5596323294788605,0.5400503002863329,0.25,blmm
carbohydrateSDC:timepoint48H,f__Lachnospiraceae,1.0343045501690615,1.5580369543894175,0.9145953095074775,0.25,blmm
carbohydrateRDC,f__Ruminococcaceae,-1.4114988929962526,1.2129881926502721,0.7064618251521337,0.25,blmm
carbohydrateSDC,f__Ruminococcaceae,-0.06040385082819563,1.2161211165239152,1,0.25,blmm
timepoint48H,f__Ruminococcaceae,1.8722250090311265,1.3633298293235,0.45210850544925374,0.25,blmm
obesity_groupobesity,f__Ruminococcaceae,-0.7772677097717219,0.64279119768377,0.8353187015069903,0.25,blmm
carbohydrateRDC:timepoint48H,f__Ruminococcaceae,0.4745415913567904,1.643599011926527,0.8811835102153893,0.25,blmm
carbohydrateSDC:timepoint48H,f__Ruminococcaceae,-0.058129610680235304,1.6419309224858427,0.9989899091444538,0.25,blmm
carbohydrateRDC,o__Clostridiales,-1.1459391863861936,1.3651929959734166,0.7491615784097008,0.25,blmm
carbohydrateSDC,o__Clostridiales,-0.043828166700545075,1.3684647914587638,1,0.25,blmm
timepoint48H,o__Clostridiales,1.5965481916193311,1.5372830840088674,0.6698268576451647,0.25,blmm
obesity_groupobesity,o__Clostridiales,-0.6366476255158251,1.7602232873882993,0.9999599917306189,0.25,blmm
carbohydrateRDC:timepoint48H,o__Clostridiales,2.143696185711374,1.8493402167774953,0.5486471018778893,0.25,blmm
carbohydrateSDC:timepoint48H,o__Clostridiales,1.13175708157002,1.847343608664084,0.9261753279658907,0.25,blmm
carbohydrateRDC,other,-1.0181571214917833,1.0521429009941377,0.7123556412596911,0.25,blmm
carbohydrateSDC,other,0.01266710936458067,1.0548010757656978,1,0.25,blmm
timepoint48H,other,6.566923532801343,1.1830704947407453,8.545610326073094e-7,0.25,blmm
obesity_groupobesity,other,1.1787413012612007,0.6445845900942673,1,0.25,blmm
carbohydrateRDC:timepoint48H,other,1.5695332650444132,1.4255226352970465,0.5316849405522425,0.25,blmm
carbohydrateSDC:timepoint48H,other,0.7017952098612961,1.4240509075802843,0.9313436850874356,0.25,blmm
