#taxa	21B.R1.48H	21B.R2.48H	21A.R1.48H	21A.R2.48H	41B.R1.48H	41B.R2.48H	50B.R1.48H	50B.R2.48H	161A.R1.48H	161A.R2.48H	123A.R1.48H	123A.R2.48H	58B.R1.48H	58B.R2.48H	123B.R1.48H	123B.R2.48H	239B.R1.48H	239B.R2.48H	58A.R1.48H	58A.R2.48H	137A.R1.48H	41A.R1.48H	41A.R2.48H	161B.R1.48H	161B.R2.48H	50A.R1.48H	50A.R2.48H	239A.R1.48H	239A.R2.48H	21B.S1.48H	21B.S2.48H	21A.S1.48H	21A.S2.48H	41B.S1.48H	41B.S2.48H	50B.S1.48H	50B.S2.48H	161A.S1.48H	161A.S2.48H	123A.S1.48H	123A.S2.48H	58B.S1.48H	58B.S2.48H	123B.S1.48H	123B.S2.48H	239B.S1.48H	239B.S2.48H	58A.S1.48H	58A.S2.48H	137A.S1.48H	137A.S2.48H	41A.S1.48H	41A.S2.48H	161B.S1.48H	161B.S2.48H	50A.S1.48H	50A.S2.48H	239A.S1.48H	239A.S2.48H
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__paraputrificum	0	3294	160	34	0	0	100	0	0	0	0	0	2548	636	0	44	0	0	648	535	236	389	17	445	0	69	0	0	0	996	0	35	0	427	0	19	39	0	0	268	0	3996	2627	0	24	0	0	429	799	197	16	548	77	548	466	88	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__perfringens	0	0	0	0	845	6719	0	0	555	377	386	77397	2965	5804	1075	31872	0	18	21	78	0	163	218	148	1668	0	21	20	41	0	0	0	0	5451	1644	0	0	482	539	14082	43817	8688	1263	2122	17921	28	0	55	40	0	186	144	1650	1121	716	114	67	0	218
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__sartagoforme	0	0	0	0	33	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__subterminale-sulfidigenes-thiosulfatireducens	0	24	0	0	0	0	0	0	0	0	0	0	0	0	153	0	89	0	93	0	0	70	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	72	0	88	0	0	0	23	0	59	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__tertium	0	415	0	0	157	0	0	0	0	0	4668	44	4098	2151	11168	732	1428	0	5906	4588	2098	7529	3399	174	0	3810	194	0	0	0	14321	281	0	1382	0	0	0	0	0	2753	86	10252	2119	3002	505	1251	17	3923	5282	2512	1209	6737	4000	235	93	3572	64	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__vulturis	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Defluviitaleaceae;g__NA;s__sp31146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Anaerofustis;s__stercorihominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Eubacterium;s__callanderi-limosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	850	12	28	28	336	31	11	0	0	0	0	56	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	453	45	20	13	241	28	15	0	0	0	0	0	293	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XI;g__Anaerococcus;s__NA	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	12	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XI;g__Anaerococcus;s__octavius	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XI;g__Anaerococcus;s__prevotii-tetradius	0	37	18	0	33	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	22	0	14	0	0	0	0	0	0	18	14	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	30	0	18	0	0	0	17	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XI;g__Anaerococcus;s__vaginalis	0	129	61	0	0	0	0	0	160	0	12	0	0	0	20	0	22	0	13	0	0	0	0	131	0	0	0	0	11	22	88	22	0	0	0	0	0	110	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	141	0	0	0	21	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XI;g__Finegoldia;s__magna	0	129	78	0	0	0	0	0	36	0	0	0	0	0	0	0	205	18	19	0	0	0	0	44	0	0	0	125	377	0	313	19	0	0	0	0	0	25	0	0	0	0	0	14	0	288	25	0	0	0	0	0	0	86	22	0	0	423	58
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XI;g__Peptoniphilus;s__gorbachii-rhinitidis	0	0	0	0	0	0	0	0	0	0	14	0	0	0	31	0	816	0	15	0	0	0	0	0	0	0	0	291	913	14	229	27	0	0	0	0	0	0	0	23	0	0	0	20	0	695	0	0	0	0	0	0	0	0	0	0	0	1597	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XI;g__Peptoniphilus;s__grossensis	0	165	52	0	0	0	0	0	54	0	0	0	0	0	0	0	48	0	0	0	0	364	0	109	0	12	0	0	37	0	223	0	0	0	0	0	0	16	0	0	0	0	0	0	0	61	0	0	0	0	0	83	0	43	34	0	0	145	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XI;g__Peptoniphilus;s__grossensis-harei	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XI;g__Peptoniphilus;s__harei	0	0	0	0	503	0	0	0	66	0	0	0	0	0	63	0	0	0	0	0	0	384	12	150	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XI;g__Peptoniphilus;s__senegalensis-tyrrelliae	0	0	0	0	0	0	0	0	0	0	35	0	0	0	652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XI;g__Peptoniphilus;s__sp31311	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XIII;g__Mogibacterium;s__sp31608	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XIII;g__NA;s__sp31533	0	19	0	0	47	0	0	0	96	15	0	0	0	0	0	0	0	0	0	0	0	153	0	17	0	11	0	0	0	0	0	0	0	78	0	0	0	68	15	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XIII;g__NA;s__sp31533-sp31552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Family XIII;g__NA;s__sp31552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes;s__caccae	0	0	17	0	0	0	0	0	0	0	60	16	113	0	287	0	0	0	22	12	50	0	0	0	0	0	0	0	0	21	27	0	0	0	0	0	0	0	0	41	0	109	11	125	0	0	0	78	143	65	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes;s__hadrus	0	34	0	0	110	88	20	20	0	0	93	0	225	81	170	779	21	1450	887	3918	49	580	2735	0	0	83	0	0	0	23	37	0	0	114	256	14	11	0	0	65	0	429	4110	200	603	25	589	621	706	15	21	338	137	0	0	133	428	15	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia-Lachnoclostridium;s__producta-sp32052-sp32410	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia-Lachnoclostridium;s__sp31973-sp32345-sp32428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia-Lachnoclostridium;s__sp32052-sp32410	0	0	0	0	286	57	25	0	37	0	0	0	0	0	0	0	0	0	0	13	0	268	154	26	0	70	0	0	0	0	0	106	0	185	169	0	11	39	0	0	0	0	0	0	0	0	0	0	0	0	0	171	137	52	103	49	17	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia-Marvinbryantia;s__sp32994-wexlerae	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__coccoides-producta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	16	0	0	0	0	0	0	0	210	616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	34	22	0	0	0	0	0	0	0	0	1503	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__hansenii-producta	12	27	0	0	0	0	0	0	0	0	0	0	34	14	0	0	0	0	211	198	1210	97	48	68	0	11	0	0	0	0	0	0	26	22	0	0	0	0	0	0	0	115	0	0	0	0	0	320	114	993	12	151	25	0	0	52	14	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__hydrogenotrophica	0	1026	2092	0	22	0	0	0	842	0	0	0	0	0	0	0	0	0	0	0	74	100	0	47	0	0	0	0	0	318	1527	590	0	90	0	0	0	872	0	0	0	0	0	0	0	0	0	0	0	99	0	130	0	87	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__luti	0	0	0	0	0	0	53	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	54	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__sp31973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__sp31989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396	94	53	36	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	16	53	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__sp32002	34	50	0	0	151	85	338	137	160	0	24	0	25	30	61	38	227	0	38	34	58	91	47	99	0	603	21	66	232	13	31	0	0	123	39	156	233	109	0	0	0	20	0	44	18	280	119	30	39	66	0	78	73	60	66	695	187	789	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__sp32009	192	68	1429	286	213	211	180	965	83	0	515	125	4593	812	900	474	82	39	5070	3449	28	506	184	17	0	358	141	37	124	26	41	7268	2348	186	309	263	282	1108	13	360	21	3164	11787	905	258	703	355	8318	4367	44	39	1499	304	26	1354	529	52	51	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__sp32020	45	0	292	55	0	0	0	0	24	0	135	27	0	0	306	162	168	253	0	0	0	0	0	16	0	0	0	128	268	0	0	1708	465	0	0	0	0	314	22	118	11	0	0	277	87	339	373	0	0	0	0	0	0	0	498	0	0	138	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__sp32046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__sp32048	65	377	1263	14	407	52	792	160	1147	0	680	100	593	85	85	264	0	0	678	1022	549	463	188	277	0	1244	44	0	0	160	1086	539	103	761	298	506	844	1081	51	1056	124	539	14	418	199	32	22	498	517	485	0	968	398	247	379	984	360	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__sp32048-sp32049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__sp32054-wexlerae	0	0	70	126	0	0	41	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	91	81	131	99	0	68	78	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__sp32056	843	1047	122	222	929	854	243	456	333	0	230	84	207	67	459	817	1264	161	215	262	1175	1776	387	180	0	1156	127	206	728	564	1065	2868	209	839	639	252	353	491	0	183	36	149	15	429	560	1887	985	107	343	887	139	2127	953	112	98	790	204	2851	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__wexlerae	4437	8546	4251	4307	533	1136	1162	2826	309	0	646	1013	3867	2576	1260	4266	228	176	8613	4983	4505	1137	1340	198	11	2227	581	170	535	7208	1137	2137	4811	968	4504	1100	1533	2774	471	4052	3715	4026	8457	884	2835	810	1540	5886	9615	8788	759	3380	5757	180	1234	3869	1614	318	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__comes-sp32193	18	142	0	0	410	333	292	33	580	0	128	0	0	0	43	24	369	52	34	146	0	245	668	347	16	561	0	59	170	56	20	340	0	322	353	113	213	453	86	42	0	0	0	51	11	287	276	26	25	0	0	312	243	294	527	367	422	148	59
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__eutactus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__formicigenerans	0	13	0	0	165	478	0	12	0	0	0	0	0	0	0	0	43	145	13	148	0	17	184	66	0	0	0	0	0	0	0	0	0	340	913	0	0	0	0	0	0	0	0	0	0	62	201	0	11	0	0	0	17	11	20	0	16	62	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__longicatena	0	31	0	0	752	892	14	147	52	61	27	0	182	14	135	12	819	169	645	994	175	180	969	77	132	72	17	151	368	0	11	0	0	932	678	19	34	38	406	18	0	59	701	177	0	820	770	507	369	82	45	119	324	107	752	41	136	447	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__sp32214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Eisenbergiella;s__sp32221	0	23	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	138	0	0	13	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	25	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Epulopiscium;s__sp32230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	13	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Eubacterium;s__hallii	170	1360	488	3569	195	2105	159	0	58	0	0	0	14	25	15	0	18	0	41	417	0	304	505	152	0	139	0	26	81	19	78	118	1613	277	1278	62	88	78	15	0	0	0	0	17	0	73	285	54	34	0	0	168	183	72	409	185	239	114	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Eubacterium;s__rectale	237	113	225	563	0	53	0	33	0	0	0	0	0	27	0	0	0	0	24	241	0	63	71	0	0	11	0	0	0	0	132	65	855	24	123	0	0	0	0	0	0	23	0	0	0	12	0	27	25	0	0	91	170	0	59	21	121	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Fusicatenibacter;s__saccharivorans	56	121	19	20	67	33	185	94	24	0	71	330	272	903	39	1584	41	27	53	374	159	30	365	0	0	352	23	74	59	62	104	86	473	347	4527	67	82	91	0	46	549	5990	4814	59	1226	351	0	812	5893	965	148	766	8622	0	148	2425	6987	16	36
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Hungatella;s__effluvii	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	377	0	0	0	63	33	0	0	0	0	0	31	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	248	0	18	0	32	0	38	20	0	0	0	0	454	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Hungatella;s__sp32252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium-Roseburia;s__sp32368-sp33144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	61	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__bolteae-sp32422-sp32431	0	0	0	0	0	0	0	0	0	0	109	0	94	182	0	0	0	0	87	18	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	804	0	0	0	0	0	101	51	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__bolteae-sp32431	0	0	0	0	24	0	0	0	0	0	168	0	377	0	439	0	0	0	306	174	34	178	179	31	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	150	159	124	0	146	95	0	0	71	66	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__sp32336	0	198	339	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	250	31	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__sp32341-sp32430	0	0	0	0	0	34	0	0	0	0	1709	1196	158	58	781	425	28	0	127	302	24	54	67	49	0	13	0	27	81	0	0	0	0	0	0	0	0	0	0	595	11	389	12	344	191	13	0	68	595	24	53	19	0	0	0	27	0	30	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__sp32343-sp32393-sp32423	30	283	15	0	0	0	0	0	0	0	0	0	465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__sp32345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	51	421	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	25	443	0	18	0	0	0	12	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__sp32346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__sp32353-sp32360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	193	57	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__sp32364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	32	0	0	0	11	11	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__sp32380-sp32437	64	125	21	27	1172	373	2464	200	3842	0	164	160	0	0	254	394	119	46	0	51	0	1555	778	2918	81	5628	41	64	93	44	98	28	31	991	187	871	1431	1951	71	95	78	0	0	228	179	159	81	11	0	58	0	2157	31	1934	842	3521	285	146	11
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__sp32400	699	1704	369	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	19	0	0	0	363	1821	395	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	165	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__sp32408	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	21	0	47	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__sp32417	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	25	0	15	16	0	0	0	0	0	0	115	102	0	0	0	0	0	0	0	0	0	0	0	0	262	39	0	0	13	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__sp32424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__sp32428	0	0	0	0	0	0	0	0	0	0	0	0	263	0	0	0	0	0	2036	527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	27	0	0	0	0	1386	441	0	0	0	0	0	0	13	0	0	0
